    TS       Day   Newton        INJ1:BHP        INJ1:WIR        INJ1:OIR        INJ2:BHP        INJ2:WIR        INJ2:OIR        PRD1:BHP        PRD1:WPR        PRD1:OPR        PRD2:BHP        PRD2:WPR        PRD2:OPR        PRD3:BHP        PRD3:WPR        PRD3:OPR        PRD4:BHP        PRD4:WPR        PRD4:OPR
  246 7261.0000        2     2.50000e+02    -2.06509e+03    -2.72499e-07     2.50000e+02    -7.75640e+02    -1.02350e-07     1.50000e+02     2.64168e-02     1.47819e+02     1.50000e+02     3.21916e+02     3.04604e+02     1.50000e+02     5.18987e+02     2.54987e+02     1.50000e+02     5.42143e+02     1.23280e+02
  247 7291.0000        2     2.50000e+02    -2.06676e+03    -2.72720e-07     2.50000e+02    -7.76417e+02    -1.02452e-07     1.50000e+02     2.70418e-02     1.47815e+02     1.50000e+02     3.25138e+02     3.03250e+02     1.50000e+02     5.22324e+02     2.53649e+02     1.50000e+02     5.44146e+02     1.22672e+02
  248 7321.0000        2     2.50000e+02    -2.06843e+03    -2.72941e-07     2.50000e+02    -7.77195e+02    -1.02555e-07     1.50000e+02     2.76826e-02     1.47808e+02     1.50000e+02     3.28290e+02     3.01920e+02     1.50000e+02     5.25655e+02     2.52312e+02     1.50000e+02     5.46131e+02     1.22067e+02
  249 7351.0000        2     2.50000e+02    -2.07011e+03    -2.73162e-07     2.50000e+02    -7.77972e+02    -1.02657e-07     1.50000e+02     2.83400e-02     1.47799e+02     1.50000e+02     3.31376e+02     3.00613e+02     1.50000e+02     5.28979e+02     2.50978e+02     1.50000e+02     5.48096e+02     1.21467e+02
  250 7381.0000        1     2.50000e+02    -2.07180e+03    -2.73385e-07     2.50000e+02    -7.78748e+02    -1.02760e-07     1.50000e+02     2.90145e-02     1.47789e+02     1.50000e+02     3.34401e+02     2.99329e+02     1.50000e+02     5.32391e+02     2.49646e+02     1.50000e+02     5.50043e+02     1.20871e+02
  251 7411.0000        1     2.50000e+02    -2.07349e+03    -2.73608e-07     2.50000e+02    -7.79524e+02    -1.02862e-07     1.50000e+02     2.97069e-02     1.47778e+02     1.50000e+02     3.37369e+02     2.98064e+02     1.50000e+02     5.35826e+02     2.48297e+02     1.50000e+02     5.51971e+02     1.20279e+02
  252 7441.0000        2     2.50000e+02    -2.07519e+03    -2.73832e-07     2.50000e+02    -7.80300e+02    -1.02965e-07     1.50000e+02     3.04175e-02     1.47766e+02     1.50000e+02     3.40283e+02     2.96830e+02     1.50000e+02     5.39274e+02     2.46934e+02     1.50000e+02     5.53880e+02     1.19692e+02
  253 7471.0000        2     2.50000e+02    -2.07688e+03    -2.74055e-07     2.50000e+02    -7.81076e+02    -1.03067e-07     1.50000e+02     3.11471e-02     1.47752e+02     1.50000e+02     3.43141e+02     2.95623e+02     1.50000e+02     5.42728e+02     2.45561e+02     1.50000e+02     5.55771e+02     1.19109e+02
  254 7501.0000        1     2.50000e+02    -2.07858e+03    -2.74279e-07     2.50000e+02    -7.81852e+02    -1.03169e-07     1.50000e+02     3.18963e-02     1.47738e+02     1.50000e+02     3.45943e+02     2.94441e+02     1.50000e+02     5.46180e+02     2.44183e+02     1.50000e+02     5.57642e+02     1.18531e+02
  255 7531.0000        2     2.50000e+02    -2.08027e+03    -2.74502e-07     2.50000e+02    -7.82628e+02    -1.03272e-07     1.50000e+02     3.26655e-02     1.47722e+02     1.50000e+02     3.48692e+02     2.93279e+02     1.50000e+02     5.49625e+02     2.42802e+02     1.50000e+02     5.59496e+02     1.17957e+02
  256 7561.0000        2     2.50000e+02    -2.08196e+03    -2.74726e-07     2.50000e+02    -7.83403e+02    -1.03374e-07     1.50000e+02     3.34560e-02     1.47708e+02     1.50000e+02     3.51392e+02     2.92137e+02     1.50000e+02     5.53058e+02     2.41422e+02     1.50000e+02     5.61331e+02     1.17388e+02
  257 7591.0000        2     2.50000e+02    -2.08366e+03    -2.74950e-07     2.50000e+02    -7.84180e+02    -1.03477e-07     1.50000e+02     3.42685e-02     1.47694e+02     1.50000e+02     3.54045e+02     2.91014e+02     1.50000e+02     5.56477e+02     2.40045e+02     1.50000e+02     5.63147e+02     1.16824e+02
  258 7621.0000        2     2.50000e+02    -2.08537e+03    -2.75175e-07     2.50000e+02    -7.84960e+02    -1.03580e-07     1.50000e+02     3.51036e-02     1.47682e+02     1.50000e+02     3.56656e+02     2.89908e+02     1.50000e+02     5.59900e+02     2.38686e+02     1.50000e+02     5.64945e+02     1.16264e+02
  259 7651.0000        2     2.50000e+02    -2.08708e+03    -2.75401e-07     2.50000e+02    -7.85743e+02    -1.03683e-07     1.50000e+02     3.59621e-02     1.47670e+02     1.50000e+02     3.59237e+02     2.88825e+02     1.50000e+02     5.63306e+02     2.37337e+02     1.50000e+02     5.66725e+02     1.15709e+02
  260 7681.0000        1     2.50000e+02    -2.08880e+03    -2.75628e-07     2.50000e+02    -7.86526e+02    -1.03786e-07     1.50000e+02     3.68445e-02     1.47658e+02     1.50000e+02     3.61787e+02     2.87761e+02     1.50000e+02     5.66687e+02     2.35998e+02     1.50000e+02     5.68486e+02     1.15158e+02
  261 7711.0000        1     2.50000e+02    -2.09052e+03    -2.75854e-07     2.50000e+02    -7.87307e+02    -1.03889e-07     1.50000e+02     3.77515e-02     1.47647e+02     1.50000e+02     3.64302e+02     2.86713e+02     1.50000e+02     5.70043e+02     2.34670e+02     1.50000e+02     5.70229e+02     1.14612e+02
  262 7741.0000        1     2.50000e+02    -2.09223e+03    -2.76081e-07     2.50000e+02    -7.88087e+02    -1.03992e-07     1.50000e+02     3.86838e-02     1.47635e+02     1.50000e+02     3.66782e+02     2.85678e+02     1.50000e+02     5.73372e+02     2.33352e+02     1.50000e+02     5.71955e+02     1.14071e+02
  263 7771.0000        2     2.50000e+02    -2.09394e+03    -2.76306e-07     2.50000e+02    -7.88863e+02    -1.04095e-07     1.50000e+02     3.96420e-02     1.47623e+02     1.50000e+02     3.69230e+02     2.84654e+02     1.50000e+02     5.76673e+02     2.32044e+02     1.50000e+02     5.73663e+02     1.13535e+02
  264 7801.0000        2     2.50000e+02    -2.09564e+03    -2.76531e-07     2.50000e+02    -7.89636e+02    -1.04197e-07     1.50000e+02     4.06270e-02     1.47610e+02     1.50000e+02     3.71649e+02     2.83642e+02     1.50000e+02     5.79944e+02     2.30751e+02     1.50000e+02     5.75354e+02     1.13003e+02
  265 7831.0000        2     2.50000e+02    -2.09734e+03    -2.76754e-07     2.50000e+02    -7.90405e+02    -1.04298e-07     1.50000e+02     4.16393e-02     1.47596e+02     1.50000e+02     3.74072e+02     2.82646e+02     1.50000e+02     5.83187e+02     2.29472e+02     1.50000e+02     5.77029e+02     1.12476e+02
  266 7861.0000        1     2.50000e+02    -2.09902e+03    -2.76977e-07     2.50000e+02    -7.91170e+02    -1.04399e-07     1.50000e+02     4.26796e-02     1.47582e+02     1.50000e+02     3.76500e+02     2.81652e+02     1.50000e+02     5.86401e+02     2.28208e+02     1.50000e+02     5.78686e+02     1.11953e+02
  267 7891.0000        1     2.50000e+02    -2.10070e+03    -2.77198e-07     2.50000e+02    -7.91931e+02    -1.04499e-07     1.50000e+02     4.37488e-02     1.47566e+02     1.50000e+02     3.78920e+02     2.80652e+02     1.50000e+02     5.89582e+02     2.26957e+02     1.50000e+02     5.80328e+02     1.11435e+02
  268 7921.0000        2     2.50000e+02    -2.10237e+03    -2.77419e-07     2.50000e+02    -7.92691e+02    -1.04600e-07     1.50000e+02     4.48476e-02     1.47549e+02     1.50000e+02     3.81336e+02     2.79652e+02     1.50000e+02     5.92731e+02     2.25718e+02     1.50000e+02     5.82018e+02     1.10940e+02
  269 7951.0000        2     2.50000e+02    -2.10405e+03    -2.77641e-07     2.50000e+02    -7.93450e+02    -1.04700e-07     1.50000e+02     4.59767e-02     1.47531e+02     1.50000e+02     3.83749e+02     2.78652e+02     1.50000e+02     5.95884e+02     2.24497e+02     1.50000e+02     5.83815e+02     1.10487e+02
  270 7981.0000        1     2.50000e+02    -2.10574e+03    -2.77864e-07     2.50000e+02    -7.94210e+02    -1.04800e-07     1.50000e+02     4.71366e-02     1.47512e+02     1.50000e+02     3.86158e+02     2.77654e+02     1.50000e+02     5.99020e+02     2.23283e+02     1.50000e+02     5.85586e+02     1.10037e+02
  271 8011.0000        2     2.50000e+02    -2.10744e+03    -2.78087e-07     2.50000e+02    -7.94971e+02    -1.04901e-07     1.50000e+02     4.83282e-02     1.47490e+02     1.50000e+02     3.88563e+02     2.76664e+02     1.50000e+02     6.02129e+02     2.22077e+02     1.50000e+02     5.87333e+02     1.09591e+02
  272 8041.0000        2     2.50000e+02    -2.10913e+03    -2.78311e-07     2.50000e+02    -7.95732e+02    -1.05001e-07     1.50000e+02     4.95521e-02     1.47466e+02     1.50000e+02     3.90956e+02     2.75682e+02     1.50000e+02     6.05207e+02     2.20878e+02     1.50000e+02     5.89058e+02     1.09149e+02
  273 8071.0000        1     2.50000e+02    -2.11083e+03    -2.78535e-07     2.50000e+02    -7.96493e+02    -1.05101e-07     1.50000e+02     5.08092e-02     1.47441e+02     1.50000e+02     3.93335e+02     2.74705e+02     1.50000e+02     6.08254e+02     2.19688e+02     1.50000e+02     5.90763e+02     1.08711e+02
  274 8101.0000        2     2.50000e+02    -2.11253e+03    -2.78760e-07     2.50000e+02    -7.97252e+02    -1.05202e-07     1.50000e+02     5.21003e-02     1.47413e+02     1.50000e+02     3.95698e+02     2.73732e+02     1.50000e+02     6.11270e+02     2.18509e+02     1.50000e+02     5.92448e+02     1.08277e+02
  275 8131.0000        2     2.50000e+02    -2.11423e+03    -2.78983e-07     2.50000e+02    -7.98010e+02    -1.05302e-07     1.50000e+02     5.34264e-02     1.47384e+02     1.50000e+02     3.98047e+02     2.72763e+02     1.50000e+02     6.14255e+02     2.17342e+02     1.50000e+02     5.94113e+02     1.07846e+02
  276 8161.0000        2     2.50000e+02    -2.11593e+03    -2.79207e-07     2.50000e+02    -7.98766e+02    -1.05401e-07     1.50000e+02     5.47883e-02     1.47354e+02     1.50000e+02     4.00407e+02     2.71809e+02     1.50000e+02     6.17206e+02     2.16188e+02     1.50000e+02     5.95760e+02     1.07419e+02
  277 8191.0000        2     2.50000e+02    -2.11762e+03    -2.79431e-07     2.50000e+02    -7.99521e+02    -1.05501e-07     1.50000e+02     5.61876e-02     1.47324e+02     1.50000e+02     4.02757e+02     2.70857e+02     1.50000e+02     6.20123e+02     2.15046e+02     1.50000e+02     5.97390e+02     1.06996e+02
  278 8221.0000        2     2.50000e+02    -2.11931e+03    -2.79654e-07     2.50000e+02    -8.00275e+02    -1.05600e-07     1.50000e+02     5.76259e-02     1.47295e+02     1.50000e+02     4.05094e+02     2.69905e+02     1.50000e+02     6.23005e+02     2.13917e+02     1.50000e+02     5.99004e+02     1.06577e+02
  279 8251.0000        2     2.50000e+02    -2.12100e+03    -2.79876e-07     2.50000e+02    -8.01027e+02    -1.05700e-07     1.50000e+02     5.91047e-02     1.47267e+02     1.50000e+02     4.07421e+02     2.68954e+02     1.50000e+02     6.25853e+02     2.12802e+02     1.50000e+02     6.00612e+02     1.06162e+02
  280 8281.0000        2     2.50000e+02    -2.12267e+03    -2.80098e-07     2.50000e+02    -8.01778e+02    -1.05799e-07     1.50000e+02     6.06250e-02     1.47239e+02     1.50000e+02     4.09749e+02     2.68009e+02     1.50000e+02     6.28796e+02     2.11730e+02     1.50000e+02     6.02205e+02     1.05750e+02
  281 8311.0000        1     2.50000e+02    -2.12435e+03    -2.80319e-07     2.50000e+02    -8.02528e+02    -1.05898e-07     1.50000e+02     6.21879e-02     1.47211e+02     1.50000e+02     4.12068e+02     2.67065e+02     1.50000e+02     6.31836e+02     2.10703e+02     1.50000e+02     6.03783e+02     1.05341e+02
  282 8341.0000        2     2.50000e+02    -2.12603e+03    -2.80540e-07     2.50000e+02    -8.03280e+02    -1.05997e-07     1.50000e+02     6.37946e-02     1.47183e+02     1.50000e+02     4.14376e+02     2.66121e+02     1.50000e+02     6.34794e+02     2.09681e+02     1.50000e+02     6.05345e+02     1.04936e+02
  283 8371.0000        2     2.50000e+02    -2.12771e+03    -2.80762e-07     2.50000e+02    -8.04031e+02    -1.06096e-07     1.50000e+02     6.54465e-02     1.47153e+02     1.50000e+02     4.16677e+02     2.65177e+02     1.50000e+02     6.37691e+02     2.08669e+02     1.50000e+02     6.06890e+02     1.04533e+02
  284 8401.0000        2     2.50000e+02    -2.12939e+03    -2.80984e-07     2.50000e+02    -8.04783e+02    -1.06195e-07     1.50000e+02     6.71448e-02     1.47123e+02     1.50000e+02     4.18971e+02     2.64237e+02     1.50000e+02     6.40539e+02     2.07669e+02     1.50000e+02     6.08419e+02     1.04134e+02
  285 8431.0000        2     2.50000e+02    -2.13107e+03    -2.81206e-07     2.50000e+02    -8.05536e+02    -1.06295e-07     1.50000e+02     6.88913e-02     1.47093e+02     1.50000e+02     4.21260e+02     2.63298e+02     1.50000e+02     6.43341e+02     2.06681e+02     1.50000e+02     6.09931e+02     1.03737e+02
  286 8461.0000        1     2.50000e+02    -2.13275e+03    -2.81428e-07     2.50000e+02    -8.06290e+02    -1.06394e-07     1.50000e+02     7.06878e-02     1.47063e+02     1.50000e+02     4.23541e+02     2.62361e+02     1.50000e+02     6.46101e+02     2.05705e+02     1.50000e+02     6.11428e+02     1.03344e+02
  287 8491.0000        2     2.50000e+02    -2.13443e+03    -2.81650e-07     2.50000e+02    -8.07043e+02    -1.06494e-07     1.50000e+02     7.25357e-02     1.47033e+02     1.50000e+02     4.25823e+02     2.61432e+02     1.50000e+02     6.48822e+02     2.04743e+02     1.50000e+02     6.12910e+02     1.02953e+02
  288 8521.0000        1     2.50000e+02    -2.13611e+03    -2.81871e-07     2.50000e+02    -8.07795e+02    -1.06593e-07     1.50000e+02     7.44363e-02     1.47002e+02     1.50000e+02     4.28100e+02     2.60508e+02     1.50000e+02     6.51505e+02     2.03795e+02     1.50000e+02     6.14378e+02     1.02565e+02
  289 8551.0000        2     2.50000e+02    -2.13779e+03    -2.82092e-07     2.50000e+02    -8.08546e+02    -1.06692e-07     1.50000e+02     7.63910e-02     1.46971e+02     1.50000e+02     4.30369e+02     2.59586e+02     1.50000e+02     6.54149e+02     2.02861e+02     1.50000e+02     6.15831e+02     1.02181e+02
  290 8581.0000        2     2.50000e+02    -2.13946e+03    -2.82312e-07     2.50000e+02    -8.09293e+02    -1.06790e-07     1.50000e+02     7.84010e-02     1.46939e+02     1.50000e+02     4.32634e+02     2.58665e+02     1.50000e+02     6.56755e+02     2.01940e+02     1.50000e+02     6.17270e+02     1.01799e+02
  291 8611.0000        2     2.50000e+02    -2.14112e+03    -2.82532e-07     2.50000e+02    -8.10038e+02    -1.06889e-07     1.50000e+02     8.04677e-02     1.46905e+02     1.50000e+02     4.34941e+02     2.57746e+02     1.50000e+02     6.59327e+02     2.01031e+02     1.50000e+02     6.18697e+02     1.01420e+02
  292 8641.0000        2     2.50000e+02    -2.14278e+03    -2.82751e-07     2.50000e+02    -8.10782e+02    -1.06987e-07     1.50000e+02     8.25929e-02     1.46870e+02     1.50000e+02     4.37532e+02     2.56839e+02     1.50000e+02     6.61866e+02     2.00134e+02     1.50000e+02     6.20113e+02     1.01044e+02
  293 8671.0000        2     2.50000e+02    -2.14443e+03    -2.82969e-07     2.50000e+02    -8.11527e+02    -1.07085e-07     1.50000e+02     8.47777e-02     1.46833e+02     1.50000e+02     4.40109e+02     2.55914e+02     1.50000e+02     6.64375e+02     1.99249e+02     1.50000e+02     6.21517e+02     1.00672e+02
  294 8701.0000        1     2.50000e+02    -2.14607e+03    -2.83185e-07     2.50000e+02    -8.12273e+02    -1.07184e-07     1.50000e+02     8.70234e-02     1.46794e+02     1.50000e+02     4.42663e+02     2.54976e+02     1.50000e+02     6.66854e+02     1.98375e+02     1.50000e+02     6.22909e+02     1.00302e+02
  295 8731.0000        1     2.50000e+02    -2.14770e+03    -2.83400e-07     2.50000e+02    -8.13020e+02    -1.07282e-07     1.50000e+02     8.93315e-02     1.46754e+02     1.50000e+02     4.45196e+02     2.54028e+02     1.50000e+02     6.69306e+02     1.97511e+02     1.50000e+02     6.24289e+02     9.99349e+01
  296 8761.0000        2     2.50000e+02    -2.14932e+03    -2.83614e-07     2.50000e+02    -8.13768e+02    -1.07381e-07     1.50000e+02     9.17037e-02     1.46710e+02     1.50000e+02     4.47713e+02     2.53076e+02     1.50000e+02     6.71732e+02     1.96657e+02     1.50000e+02     6.25657e+02     9.95708e+01
  297 8791.0000        1     2.50000e+02    -2.15093e+03    -2.83827e-07     2.50000e+02    -8.14517e+02    -1.07480e-07     1.50000e+02     9.41414e-02     1.46665e+02     1.50000e+02     4.50211e+02     2.52121e+02     1.50000e+02     6.74132e+02     1.95812e+02     1.50000e+02     6.27015e+02     9.92096e+01
  298 8821.0000        2     2.50000e+02    -2.15254e+03    -2.84039e-07     2.50000e+02    -8.15266e+02    -1.07579e-07     1.50000e+02     9.66462e-02     1.46618e+02     1.50000e+02     4.52694e+02     2.51166e+02     1.50000e+02     6.76508e+02     1.94977e+02     1.50000e+02     6.28362e+02     9.88518e+01
  299 8851.0000        2     2.50000e+02    -2.15414e+03    -2.84250e-07     2.50000e+02    -8.16019e+02    -1.07678e-07     1.50000e+02     9.92193e-02     1.46567e+02     1.50000e+02     4.55172e+02     2.50216e+02     1.50000e+02     6.78885e+02     1.94154e+02     1.50000e+02     6.29697e+02     9.84972e+01
  300 8881.0000        2     2.50000e+02    -2.15573e+03    -2.84460e-07     2.50000e+02    -8.16776e+02    -1.07778e-07     1.50000e+02     1.01863e-01     1.46515e+02     1.50000e+02     4.57642e+02     2.49268e+02     1.50000e+02     6.81282e+02     1.93344e+02     1.50000e+02     6.31020e+02     9.81456e+01
  301 8911.0000        2     2.50000e+02    -2.15732e+03    -2.84670e-07     2.50000e+02    -8.17532e+02    -1.07878e-07     1.50000e+02     1.04578e-01     1.46461e+02     1.50000e+02     4.60100e+02     2.48321e+02     1.50000e+02     6.83672e+02     1.92540e+02     1.50000e+02     6.32330e+02     9.77971e+01
  302 8941.0000        2     2.50000e+02    -2.15892e+03    -2.84880e-07     2.50000e+02    -8.18289e+02    -1.07977e-07     1.50000e+02     1.07370e-01     1.46406e+02     1.50000e+02     4.62547e+02     2.47376e+02     1.50000e+02     6.86048e+02     1.91740e+02     1.50000e+02     6.33629e+02     9.74515e+01
  303 8971.0000        2     2.50000e+02    -2.16051e+03    -2.85090e-07     2.50000e+02    -8.19046e+02    -1.08077e-07     1.50000e+02     1.10238e-01     1.46350e+02     1.50000e+02     4.64983e+02     2.46431e+02     1.50000e+02     6.88412e+02     1.90945e+02     1.50000e+02     6.34915e+02     9.71088e+01
  304 9001.0000        2     2.50000e+02    -2.16210e+03    -2.85301e-07     2.50000e+02    -8.19802e+02    -1.08177e-07     1.50000e+02     1.13184e-01     1.46292e+02     1.50000e+02     4.67406e+02     2.45488e+02     1.50000e+02     6.90764e+02     1.90156e+02     1.50000e+02     6.36188e+02     9.67690e+01
  305 9031.0000        1     2.50000e+02    -2.16370e+03    -2.85512e-07     2.50000e+02    -8.20558e+02    -1.08277e-07     1.50000e+02     1.16212e-01     1.46233e+02     1.50000e+02     4.69818e+02     2.44546e+02     1.50000e+02     6.93104e+02     1.89374e+02     1.50000e+02     6.37450e+02     9.64319e+01
  306 9061.0000        1     2.50000e+02    -2.16530e+03    -2.85723e-07     2.50000e+02    -8.21312e+02    -1.08376e-07     1.50000e+02     1.19322e-01     1.46173e+02     1.50000e+02     4.72218e+02     2.43604e+02     1.50000e+02     6.95431e+02     1.88598e+02     1.50000e+02     6.38699e+02     9.60975e+01
  307 9091.0000        2     2.50000e+02    -2.16690e+03    -2.85933e-07     2.50000e+02    -8.22065e+02    -1.08476e-07     1.50000e+02     1.22518e-01     1.46113e+02     1.50000e+02     4.74606e+02     2.42663e+02     1.50000e+02     6.97741e+02     1.87828e+02     1.50000e+02     6.39936e+02     9.57658e+01
  308 9121.0000        1     2.50000e+02    -2.16848e+03    -2.86143e-07     2.50000e+02    -8.22816e+02    -1.08575e-07     1.50000e+02     1.25803e-01     1.46052e+02     1.50000e+02     4.76984e+02     2.41724e+02     1.50000e+02     7.00034e+02     1.87064e+02     1.50000e+02     6.41163e+02     9.54368e+01
  309 9151.0000        2     2.50000e+02    -2.17006e+03    -2.86351e-07     2.50000e+02    -8.23564e+02    -1.08674e-07     1.50000e+02     1.29178e-01     1.45992e+02     1.50000e+02     4.79352e+02     2.40788e+02     1.50000e+02     7.02311e+02     1.86305e+02     1.50000e+02     6.42378e+02     9.51104e+01
  310 9181.0000        1     2.50000e+02    -2.17164e+03    -2.86559e-07     2.50000e+02    -8.24309e+02    -1.08772e-07     1.50000e+02     1.32644e-01     1.45932e+02     1.50000e+02     4.81719e+02     2.39860e+02     1.50000e+02     7.04570e+02     1.85552e+02     1.50000e+02     6.43583e+02     9.47866e+01
  311 9211.0000        2     2.50000e+02    -2.17320e+03    -2.86765e-07     2.50000e+02    -8.25050e+02    -1.08870e-07     1.50000e+02     1.36205e-01     1.45870e+02     1.50000e+02     4.84077e+02     2.38936e+02     1.50000e+02     7.06812e+02     1.84805e+02     1.50000e+02     6.44777e+02     9.44654e+01
  312 9241.0000        2     2.50000e+02    -2.17475e+03    -2.86970e-07     2.50000e+02    -8.25789e+02    -1.08967e-07     1.50000e+02     1.39862e-01     1.45808e+02     1.50000e+02     4.86425e+02     2.38016e+02     1.50000e+02     7.09037e+02     1.84063e+02     1.50000e+02     6.45963e+02     9.41467e+01
  313 9271.0000        1     2.50000e+02    -2.17630e+03    -2.87174e-07     2.50000e+02    -8.26523e+02    -1.09064e-07     1.50000e+02     1.43616e-01     1.45744e+02     1.50000e+02     4.88762e+02     2.37099e+02     1.50000e+02     7.11246e+02     1.83327e+02     1.50000e+02     6.47138e+02     9.38306e+01
  314 9301.0000        2     2.50000e+02    -2.17784e+03    -2.87377e-07     2.50000e+02    -8.27254e+02    -1.09161e-07     1.50000e+02     1.47471e-01     1.45679e+02     1.50000e+02     4.91086e+02     2.36185e+02     1.50000e+02     7.13439e+02     1.82598e+02     1.50000e+02     6.48305e+02     9.35171e+01
  315 9331.0000        2     2.50000e+02    -2.17936e+03    -2.87578e-07     2.50000e+02    -8.27982e+02    -1.09257e-07     1.50000e+02     1.51430e-01     1.45615e+02     1.50000e+02     4.93399e+02     2.35273e+02     1.50000e+02     7.15614e+02     1.81876e+02     1.50000e+02     6.49462e+02     9.32061e+01
  316 9361.0000        2     2.50000e+02    -2.18088e+03    -2.87779e-07     2.50000e+02    -8.28707e+02    -1.09352e-07     1.50000e+02     1.55512e-01     1.45550e+02     1.50000e+02     4.95701e+02     2.34364e+02     1.50000e+02     7.17771e+02     1.81160e+02     1.50000e+02     6.50610e+02     9.28977e+01
  317 9391.0000        2     2.50000e+02    -2.18239e+03    -2.87978e-07     2.50000e+02    -8.29429e+02    -1.09447e-07     1.50000e+02     1.59871e-01     1.45487e+02     1.50000e+02     4.98031e+02     2.33462e+02     1.50000e+02     7.19911e+02     1.80451e+02     1.50000e+02     6.51748e+02     9.25917e+01
  318 9421.0000        1     2.50000e+02    -2.18389e+03    -2.88175e-07     2.50000e+02    -8.30149e+02    -1.09542e-07     1.50000e+02     1.64554e-01     1.45423e+02     1.50000e+02     5.00361e+02     2.32557e+02     1.50000e+02     7.22034e+02     1.79747e+02     1.50000e+02     6.52878e+02     9.22882e+01
  319 9451.0000        1     2.50000e+02    -2.18538e+03    -2.88372e-07     2.50000e+02    -8.30866e+02    -1.09637e-07     1.50000e+02     1.69567e-01     1.45357e+02     1.50000e+02     5.02689e+02     2.31648e+02     1.50000e+02     7.24148e+02     1.79050e+02     1.50000e+02     6.53998e+02     9.19871e+01
  320 9481.0000        2     2.50000e+02    -2.18687e+03    -2.88569e-07     2.50000e+02    -8.31582e+02    -1.09732e-07     1.50000e+02     1.74916e-01     1.45290e+02     1.50000e+02     5.05013e+02     2.30737e+02     1.50000e+02     7.26250e+02     1.78359e+02     1.50000e+02     6.55108e+02     9.16883e+01
  321 9511.0000        2     2.50000e+02    -2.18835e+03    -2.88764e-07     2.50000e+02    -8.32295e+02    -1.09826e-07     1.50000e+02     1.80607e-01     1.45219e+02     1.50000e+02     5.07354e+02     2.29832e+02     1.50000e+02     7.28341e+02     1.77674e+02     1.50000e+02     6.56208e+02     9.13919e+01
  322 9541.0000        1     2.50000e+02    -2.18983e+03    -2.88959e-07     2.50000e+02    -8.33006e+02    -1.09919e-07     1.50000e+02     1.86643e-01     1.45147e+02     1.50000e+02     5.09700e+02     2.28930e+02     1.50000e+02     7.30419e+02     1.76995e+02     1.50000e+02     6.57300e+02     9.10977e+01
  323 9571.0000        2     2.50000e+02    -2.19129e+03    -2.89152e-07     2.50000e+02    -8.33714e+02    -1.10013e-07     1.50000e+02     1.93034e-01     1.45072e+02     1.50000e+02     5.12043e+02     2.28027e+02     1.50000e+02     7.32483e+02     1.76320e+02     1.50000e+02     6.58383e+02     9.08061e+01
  324 9601.0000        2     2.50000e+02    -2.19274e+03    -2.89344e-07     2.50000e+02    -8.34420e+02    -1.10106e-07     1.50000e+02     1.99783e-01     1.44994e+02     1.50000e+02     5.14380e+02     2.27123e+02     1.50000e+02     7.34535e+02     1.75651e+02     1.50000e+02     6.59457e+02     9.05170e+01
  325 9631.0000        2     2.50000e+02    -2.19419e+03    -2.89535e-07     2.50000e+02    -8.35123e+02    -1.10199e-07     1.50000e+02     2.06898e-01     1.44915e+02     1.50000e+02     5.16715e+02     2.26222e+02     1.50000e+02     7.36573e+02     1.74986e+02     1.50000e+02     6.60521e+02     9.02304e+01
  326 9661.0000        1     2.50000e+02    -2.19562e+03    -2.89724e-07     2.50000e+02    -8.35825e+02    -1.10291e-07     1.50000e+02     2.14390e-01     1.44835e+02     1.50000e+02     5.19051e+02     2.25328e+02     1.50000e+02     7.38598e+02     1.74326e+02     1.50000e+02     6.61577e+02     8.99463e+01
  327 9691.0000        2     2.50000e+02    -2.19705e+03    -2.89912e-07     2.50000e+02    -8.36525e+02    -1.10384e-07     1.50000e+02     2.22266e-01     1.44754e+02     1.50000e+02     5.21378e+02     2.24435e+02     1.50000e+02     7.40610e+02     1.73670e+02     1.50000e+02     6.62623e+02     8.96646e+01
  328 9721.0000        1     2.50000e+02    -2.19847e+03    -2.90099e-07     2.50000e+02    -8.37223e+02    -1.10476e-07     1.50000e+02     2.30531e-01     1.44672e+02     1.50000e+02     5.23692e+02     2.23544e+02     1.50000e+02     7.42610e+02     1.73019e+02     1.50000e+02     6.63660e+02     8.93853e+01
  329 9751.0000        2     2.50000e+02    -2.19987e+03    -2.90285e-07     2.50000e+02    -8.37919e+02    -1.10568e-07     1.50000e+02     2.39197e-01     1.44589e+02     1.50000e+02     5.25993e+02     2.22654e+02     1.50000e+02     7.44597e+02     1.72371e+02     1.50000e+02     6.64689e+02     8.91082e+01
  330 9781.0000        2     2.50000e+02    -2.20127e+03    -2.90470e-07     2.50000e+02    -8.38613e+02    -1.10659e-07     1.50000e+02     2.48267e-01     1.44503e+02     1.50000e+02     5.28282e+02     2.21766e+02     1.50000e+02     7.46574e+02     1.71728e+02     1.50000e+02     6.65710e+02     8.88333e+01
  331 9811.0000        2     2.50000e+02    -2.20266e+03    -2.90653e-07     2.50000e+02    -8.39305e+02    -1.10751e-07     1.50000e+02     2.57750e-01     1.44416e+02     1.50000e+02     5.30560e+02     2.20882e+02     1.50000e+02     7.48542e+02     1.71089e+02     1.50000e+02     6.66722e+02     8.85607e+01
